price,sqft_lot
618000,8736
213550,8541
210000,9148
2.75E+06,16065
403500,3844
235000,7600
287500,7147
546800,5910
183000,8100
560000,216777
299500,6726
610000,7350
288350,7963
500000,4500
625000,4000
418000,1349
660000,1825
775000,6158
429500,7272
569000,3000
250000,7560
225000,10491
530000,15002
306000,8658
517100,9719
354950,9689
348000,1824
522250,41600
275000,8755
390000,10440
260000,9750
585000,4178
605000,5616
342000,6448
900000,37169
252000,7700
357000,14012
370000,7910
322500,13504
210000,5756
290000,9840
860000,7012
302000,4621
369160,9680
1.19E+06,3000
993000,14810
380000,6969
635000,8160
260000,11120
243000,5522
1.40E+06,8879
665000,8100
898000,9000
583000,9453
429000,7700
471000,4059
1.81E+06,8295
739500,51177
450000,17208
552500,5000
437000,10642
270000,5220
226740,8800
446500,7920
283000,15068
445000,13211
250000,6840
307000,6552
315000,8580
555000,23085
264900,7000
510000,4510
328000,3980
358000,7308
325000,4260
1.37E+06,3444
230000,10800
545000,4000
705380,4343
459000,12987
815000,3800
495000,4500
520000,58712
430000,1194
255000,7800
588000,4777
350000,7811
625000,21486
172500,20685
554000,3500
775000,7112
1.19E+06,217800
618000,12682
305000,8450
232000,13356
262000,6236
234000,8122
500000,7209
278000,7632
230000,19040
500000,9215
366500,9300
665000,4400
1.10E+06,4830
575000,4076
674750,9753
719000,6131
482000,105587
254000,8187
443725,3880
575000,35636
469000,9957
175000,44431
437000,8316
550000,13113
172040,7134
363000,7000
282000,3600
400000,6554
650000,10018
365000,99916
269950,7230
260000,19602
193000,7000
340000,6791
900000,38412
371000,8361
592000,81892
300000,12750
449950,6977
299500,7163
995000,13406
335000,9472
280000,7350
446000,7800
1.54E+06,15139
325000,4500
450000,11200
322500,7107
453000,9473
655000,4412
603000,2800
235000,24000
968933,7304
1.02E+06,11340
435000,8548
242000,8092
487000,248600
810000,10450
625000,64073
165000,7742
335000,6750
286700,6600
699000,4050
280000,7280
580000,7064
754800,7781
525000,16801
562000,10530
575000,6060
808900,5901
992000,15207
335000,6698
473000,7200
350000,11210
1.60E+06,5374
305500,6090
306000,13500
233000,1656
490000,9000
445000,42077
355000,9674
360000,7607
737500,10900
985000,11920
349950,2031
520000,7161
355950,8540
485000,6129
143000,3315
3.28E+06,10000
355000,8512
1.13E+06,13885
200000,15525
913000,10576
1.60E+06,12824
409900,1845
265000,6034
740000,51836
306000,8124
381000,3999
1.22E+06,6132
1.05E+06,29982
408000,7440
739900,5377
674250,35000
438400,8100
1.70E+06,14649
703000,5980
262000,6530
353000,14499
500000,7607
1.28E+06,4620
332000,6566
824000,14240
290000,4788
700000,1545
550000,3420
549000,11165
1.87E+06,43560
858000,13720
345000,10423
340000,11651
1.22E+06,9600
275000,1488
405000,7771
432500,8145
236500,4217
679000,4923
543000,8451
294000,9520
340500,10463
1.01E+06,16263
335000,2560
425000,8011
353000,9240
540000,5146
640000,11928
339950,11457
195000,8400
322000,8400
660000,10450
280000,9373
300000,9373
207500,8816
195000,8726
700000,3880
560000,8555
260000,7344
575000,7344
475000,3239
285000,8601
753888,5500
650000,3600
620000,3478
526000,37801
155000,5200
342000,11200
390000,216332
685000,219978
608000,4736
179900,6400
1.25E+06,14150
166000,11675
462000,4500
545000,6023
415000,4500
269000,4200
356500,11473
225000,7633
175000,5130
549000,9720
535000,12197
627000,7712
565000,15677
392450,2681
509000,4675
340000,4800
537000,4800
865000,9892
358000,8340
595000,3225
661000,8058
419950,8500
490000,6420
525000,4000
350000,1298
552500,3582
210000,8970
390000,53250
336800,16650
465000,4473
299900,3632
715000,5000
235000,39639
276000,4400
265000,12728
425000,3000
313000,10320
715000,6000
265000,10969
646000,6413
175000,6600
649000,13809
785000,5200
890000,4400
612000,10327
330000,5674
493000,11393
1.60E+06,5735
1.62E+06,9750
1.65E+06,9750
499000,2150
603500,8400
530000,3680
895000,14197
267345,8165
275000,15639
439950,223377
455000,4653
630000,6930
690000,5001
212000,12705
231500,7526
1.24E+06,49936
378500,43821
482000,35868
695000,3990
965000,57587
675000,5913
387000,6500
347500,7000
385000,7400
265000,4930
406000,5264
134000,5000
415000,3399
375000,8775
620000,7465
337500,4698
565000,12368
399500,12676
1.07E+06,9466
352500,33630
259000,5909
320000,7620
733000,9888
381500,2910
343000,9261
205500,6400
525000,16530
300000,8352
299000,189486
561000,5250
450000,4000
540000,7850
379000,30886
230000,14000
399950,30605
355000,5806
580000,9593
700000,4299
279900,8151
210000,7500
1.17E+06,5001
290300,3874
1.60E+06,43123
490000,6380
606000,13850
359950,4980
677100,9199
465000,7125
4.50E+06,40014
500000,41072
455000,5000
705000,4240
420000,7020
169575,8284
250000,8284
530000,7262
590000,40341
257500,14087
415000,6700
536000,3764
246500,11600
395000,7700
739000,10530
1.27E+06,13729
190000,10575
305000,9086
925000,13058
895000,13444
656000,7475
560000,4690
610000,11700
645000,37522
259000,4400
980000,10962
872000,9750
1.00E+06,9675
900000,12600
475000,5534
350000,13482
840000,11562
500000,8400
202500,9898
523000,65340
225000,10050
418200,9542
356500,9670
670000,5000
456150,12408
471000,9687
558000,934
1.38E+06,10312
161500,6000
311000,8370
470000,8732
569000,8227
689000,7350
271900,11875
278000,6037
820000,4440
399500,7700
462000,2614
347500,12036
562100,3700
230000,7560
687000,10083
725786,5762
315500,12600
312000,7054
343000,1173
385195,6000
415000,12650
461000,8666
369990,7133
349950,3134
285750,17126
542500,10160
830000,5400
705000,20946
615000,5000
184500,5880
412000,5120
250000,11111
580000,6000
220000,6000
675000,8937
373500,3330
662700,6900
239950,6032
383000,10196
485000,12350
610000,36583
545000,6250
780000,2500
305000,3240
405000,15678
1.11E+06,12231
273000,9045
326500,12375
365000,9134
1.00E+06,10739
422500,4046
354450,9920
320000,9540
223000,9120
410000,4948
438000,4000
390000,2944
298500,5954
749999,13630
779000,12000
570000,11936
385000,4600
649000,11040
283000,5247
699900,16236
278500,8400
700000,9100
535000,45963
234500,18400
374150,9585
397000,9542
613000,10385
1.15E+06,10474
595000,4080
340000,6858
388000,5800
404000,15210
810000,6360
405000,9359
726000,10335
266000,7214
722500,7207
352000,25002
265000,8158
856000,3920
346950,4348
866059,4797
410000,4456
370000,16817
230000,389126
400000,5010
172000,9680
615000,8480
860000,9600
555000,6000
579000,4040
385000,7030
420000,12000
645000,6750
549950,6288
678000,10000
199000,8120
604000,13824
268000,10368
960000,16305
509250,7600
416000,5372
190000,8520
212000,10000
325900,9765
560000,4088
275000,5799
665000,15411
1.51E+06,7232
375000,2410
359950,6975
340000,7200
401000,8100
669000,10766
638500,6568
545000,3760
524000,7015
1.61E+06,13260
280000,4800
828000,10841
223000,10573
1.29E+06,2261
750000,155130
430000,9207
711000,10800
310000,7014
415000,9140
274900,6600
525000,36445
179500,32214
478000,2580
195000,7350
385000,10925
401000,9505
522000,6598
330000,14417
503000,4882
175000,8400
963990,6364
845000,9972
157500,4500
450000,1709
925000,11793
600000,5029
709000,4087
1.39E+06,6480
248000,6840
245000,6630
332000,4776
459950,4273
425000,1800
460000,50965
838300,12978
256000,7200
864000,13554
900000,4440
145600,7560
865000,6730
250250,8000
162000,7641
450000,7350
675500,21344
697000,5304
1.32E+06,4080
490000,16510
590000,5742
280000,16000
515000,6500
576000,5395
375000,10574
478000,7107
282000,5200
1.40E+06,10550
593500,50405
724950,174240
306000,7500
341000,7665
399950,4400
534000,3600
635000,5700
350000,3880
856000,2700
582000,1189
799000,6742
423700,3986
1.84E+06,39190
322000,43575
929000,57499
443000,5413
441500,7700
875000,108464
3.60E+06,12431
450000,5100
425000,10500
660000,9900
763101,5560
499000,14149
521000,37363
302000,423838
293000,6260
335000,4580
499000,3090
600000,5000
720000,11041
195000,2553
249000,8423
334000,9781
599950,7810
149900,1950
700000,6500
525000,6240
1.05E+06,126759
402000,8000
450000,3480
520000,43995
205000,6980
635000,175982
210500,9600
406650,6100
350000,19998
425000,6000
798000,6402
180000,9583
1.25E+06,13238
435000,4033
355000,15867
3.00E+06,14091
685000,14455
311000,12060
305000,9600
675000,4954
769000,15405
430000,9708
516250,8660
760000,10739
579950,1217
476000,7187
510000,19200
205000,5040
240000,7350
738000,16952
420000,8102
455000,9600
765000,5500
372000,7914
160000,8360
772000,9643
1.13E+06,5640
479000,3000
570000,4941
350000,8147
353000,864
699000,24755
265000,8536
167000,10235
500000,8000
700000,7200
295000,5600
1.01E+06,4080
209000,5265
276000,9200
380000,5857
315000,12500
685530,60467
254600,20000
230000,5600
335000,1249
550000,9600
123300,8050
275436,9658
325000,3435
635000,40608
513000,5000
580000,35752
225000,9272
265000,9460
313000,3000
296000,8400
655500,15800
250750,12058
438000,8545
590000,54014
329500,5250
1.20E+06,9645
415000,6000
900000,42580
378000,57499
474000,403365
464000,3625
310000,7649
580000,7190
999000,505166
510000,6480
650000,7475
196000,19600
220000,11664
855000,10628
483000,10454
400000,12000
435000,7984
219500,1060
2.95E+06,23885
427000,3218
430000,4013
685000,4013
495000,6250
299950,7942
390000,46609
385000,5863
740000,10392
991700,2350
765000,9600
802000,8734
950000,20000
392000,41167
590000,218235
425000,9000
765000,15143
313500,3488
320000,6840
604000,4485
570000,1657
639000,12028
335000,10200
896000,3520
259500,12349
637000,6000
307450,8874
535000,3561
669500,4046
259000,7148
441000,3300
228800,1612
530000,4950
524000,2272
430000,4840
1.33E+06,4760
210000,12201
449000,5040
945000,7089
200450,9130
219950,6601
659500,18362
746000,8190
540000,7129
485000,5508
202000,7844
2.53E+06,45100
502000,11200
279000,10534
409500,4120
453000,15050
367000,5500
550000,5400
273500,8314
505000,7400
770000,40705
565000,7447
316000,10092
160000,7298
170000,9529
235000,9529
1.80E+06,39098
310000,7050
285000,13629
280000,4920
2.30E+06,13860
763776,16139
530000,13572
362000,211576
430000,4920
456500,3880
445000,5257
386900,10500
479000,13750
525000,4544
272000,10890
517000,13500
615000,7800
439000,7030
716000,7866
308000,6250
800000,4500
575000,5000
219950,9310
770000,8001
424950,7505
387000,45133
790000,10920
156000,4000
580000,7000
490000,10869
950000,3650
400000,1281
325000,1638
365000,6688
255000,6000
985000,13261
595000,10722
427500,7085
728000,4000
549950,4000
650000,10501
1.13E+06,13394
203000,6500
311000,3300
387500,7684
370000,7200
228000,6100
740000,4800
200000,6630
660000,3500
275000,8426
708000,5250
280000,9675
325000,5702
495000,47480
691000,3810
2.29E+06,18362
329500,22482
348000,7458
425000,6212
210000,21043
285000,4895
222000,8840
200000,9600
247500,8749
1.50E+06,217374
190000,9452
975000,4950
1.13E+06,4649
283200,12540
650000,8073
449500,6610
400000,6682
89950,4080
158800,8291
870000,7108
196000,18568
850000,8603
775000,5101
483500,4308
387000,21929
900000,30869
336000,5000
415000,6000
380000,979
350000,4400
1.32E+06,10369
765000,5800
527000,6736
524000,5000
448000,5413
775000,241322
176500,9900
750000,11120
1.27E+06,6000
250000,6750
759000,6390
640000,4640
990000,4182
395000,7945
275000,1103
390000,4755
752500,4680
450000,5000
473000,5100
178500,10450
485000,59058
215000,8415
589000,4862
325000,9993
580000,1937
181100,7500
345000,4200
781000,8729
402500,3630
426000,7200
389000,4515
670000,36171
1.51E+06,5800
288400,3230
700000,4635
830000,6000
1.90E+06,32044
350500,6380
431000,9000
485000,8250
780000,7500
720000,9000
415000,73616
480000,5500
452250,10000
316000,8170
700000,17635
285000,5500
575000,4050
590000,12430
587500,20868
364000,10270
490000,10190
410000,36704
520000,4297
389000,6591
450000,6000
325000,4240
660000,5000
850000,8170
285000,9874
395000,3121
440000,2401
249000,5648
635000,4400
515000,48993
1.40E+06,6073
200000,8100
1.14E+06,8103
445000,4600
555000,4200
537000,6413
315000,7500
805000,7266
414000,9030
375000,1648
401000,12523
210000,4583
365000,5110
178000,18200
710000,4000
255000,7980
528000,38009
537000,26040
442000,6110
375000,19550
637250,3220
427500,7200
700000,89298
680000,5750
393820,8251
525000,7200
505000,3816
555565,11337
650000,10819
632500,7254
269000,3800
405000,7716
845000,15745
234000,8820
638000,4236
290000,10950
262000,12981
270000,5835
875000,4876
299000,7840
551000,6000
350000,5280
1.90E+06,13367
511718,5000
965000,49222
475000,4673
1.06E+06,4000
252000,15450
580000,13700
374950,1172
739000,9900
271000,7200
230000,7550
210000,9150
350000,5700
491500,12000
325000,9825
190000,7625
658600,4690
299950,8951
464000,3000
308000,18144
625000,7650
240000,9450
530000,35996
1.00E+06,8944
439000,2400
575000,6200
418000,7238
1.21E+06,10949
1.10E+06,3200
1.90E+06,8550
580000,40278
380000,7372
256000,5375
349950,7066
691500,7200
556000,2500
218000,7084
425000,4500
935000,38509
732000,11300
805500,10330
507250,5750
800000,67369
600000,8276
627800,12044
660000,6000
153503,3649
456500,9163
1.31E+06,8100
843500,11448
625000,4080
527000,4080
1.97E+06,13738
1.00E+06,50094
855000,5300
725000,27591
315000,7200
180000,16000
700000,5000
476500,8625
193000,9048
295000,6663
363000,4880
875000,21794
257200,8250
555000,11250
380000,15559
282000,7330
545000,6034
550000,5000
921500,5000
885000,2880
820000,6660
289000,7315
334000,5750
206000,5233
491950,10733
430000,7770
208000,7995
245000,6390
426000,2500
400000,3742
553000,5100
296000,4680
428000,32660
325000,6156
294000,6366
410000,8424
590000,57514
445000,4050
921000,5362
496000,37616
95000,8550
359000,6396
452500,88426
555000,6200
549900,42316
569000,10583
318500,7350
487028,1093
240000,7560
253000,9806
380000,38125
250000,16828
368500,19141
340000,27586
400000,4000
835000,4625
299000,7062
1.68E+06,6600
265000,5706
437500,7513
865000,4725
626000,7200
247300,1118
2.08E+06,20377
425000,6000
905000,10200
641250,2550
675000,9679
845000,115434
401500,8400
395000,3755
1.10E+06,18050
145000,5490
900000,3825
374500,8636
850000,10451
490000,5750
304000,6773
400000,7200
454000,10000
160000,4750
542000,8030
403500,17300
418000,8471
406000,6000
242500,10000
425000,5440
613000,4815
189000,11481
700000,9450
750000,6516
494000,4650
700000,7778
705000,5580
356000,16470
625000,12558
144975,7500
970000,5906
415000,12596
485000,7048
799950,11769
783350,35001
430000,1362
2.54E+06,13431
975000,43386
950000,8050
350000,8157
637000,7510
895000,105415
579000,7200
314900,27072
122000,6000
405000,3000
553650,1349
369900,1853
225000,24829
160000,9350
449500,199940
650000,8266
542126,43088
309950,15606
115000,16524
221700,20000
726000,3880
515000,5733
756000,10753
1.57E+06,5850
442000,12007
260000,7992
390000,2723
459500,3825
330000,8000
189000,7128
280000,9322
400000,9519
368000,11193
390000,7875
245000,7475
375000,8432
465000,12491
445000,67953
250000,7800
475500,9416
672324,5795
420000,5029
515000,5100
732350,7665
297500,5000
475000,2720
414000,6497
357250,8840
289950,6000
550000,3713
446000,9998
279000,16738
370000,4859
216000,4125
1.10E+06,20000
1.28E+06,15450
355000,2500
699000,7312
412000,1991
276000,7200
100000,6426
955500,5080
199000,21262
762000,15253
425000,7983
546000,5031
419600,8460
735000,5102
1.23E+06,609
445000,2500
665000,41275
1.29E+06,290980
508500,12500
345950,11198
207500,9750
1.08E+06,10920
640000,3720
329500,13068
460000,9676
1.23E+06,14630
805000,6480
200000,10454
749700,77972
288000,1650
535000,3360
330000,7150
479200,3750
373000,5710
355000,6000
275000,4500
380000,4288
417000,4590
1.17E+06,15959
598500,12000
629000,5000
226950,6600
1.23E+06,11542
415000,11100
595000,3075
209950,5525
568000,235224
119900,3180
207000,10200
195000,22489
324950,8710
210000,7583
1.08E+06,42733
325088,6739
790000,157875
150000,212137
790000,206910
255000,2500
697000,2850
457500,5000
690000,5100
967000,4356
980000,17711
619420,14803
389000,3276
500000,7200
569000,7890
425000,8540
635000,6180
256500,9912
695000,11393
535000,5000
454200,5379
418500,5800
749950,35235
338500,5489
1.25E+06,9240
299950,9830
325000,12500
434000,8171
328950,8976
2.10E+06,10655
570000,46902
802000,5001
525000,6840
700000,4550
350000,273556
277500,1236
1.58E+06,20150
195000,4350
222000,6074
865000,8854
445000,6000
495800,4600
548500,4400
310000,10723
205000,8585
470000,6901
430000,349351
310000,2271
355000,7693
621500,15950
175000,8400
326000,8400
690000,5400
335000,7214
197000,11175
312500,7969
436000,6710
1.02E+06,4590
805000,35225
652427,13129
1.01E+06,41339
355000,6466
334550,12000
557500,9670
277500,7184
300000,10800
325000,3844
402500,3504
461000,5170
540000,3840
385000,4000
480000,3040
539950,7149
529000,217800
417000,877
405000,12500
299000,9100
299000,15480
372220,5500
494400,1750
280000,6500
277950,6021
770000,54557
760000,28005
230000,3608
525000,7731
307000,6000
253779,9600
405000,7400
360000,11250
521000,7500
680000,13068
355000,33278
200000,9600
330000,4060
221000,5999
1.60E+06,6000
310000,4920
862000,4200
200000,8340
630000,11100
432250,6232
478000,9500
249000,9576
495000,4750
630000,8800
550000,27540
350000,18674
270000,7480
488250,9610
248000,6519
889000,5000
375000,5250
933000,3300
625000,8412
328000,4350
470000,9900
502500,6168
484000,17400
252500,7500
